StartDate,EndDate,Status,Progress,Duration ,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q48,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q83,Q85,Q86,Q87,Q88,Q88_2_TEXT,Q88_3_TEXT,Q88_4_TEXT,Q4,Q6,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,SC0
2022/10/26 15:11,2022/10/26 15:18,IP Address,100,442,TRUE,2022/10/26 15:18,R_3j0bok7b0gdT5vm,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,4- Usually,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,3- Often,4- Usually,2- Sometimes,4- Usually,3- Often,1- Almost never,2- Sometimes,4- Usually,Moderate stress,Mild stress,Mild stress,None,Severe stress,None,None,D,E- describes me very well,A- does not describe me well,A- does not describe me well,C,C,C,E- describes me very well,E- describes me very well,C,D,B,C,B,B,B,B,A- does not describe me well,D,D,E- describes me very well,D,D,B,D,D,A- does not describe me well,E- describes me very well,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",No,"Yes, 3+ times per week",,,,Current first year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Male,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",125
2022/10/26 15:19,2022/10/26 15:25,IP Address,100,340,TRUE,2022/10/26 15:25,R_3dWdFBZXarOQgJT,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,4- Usually,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,Mild stress,None,Mild stress,None,Mild Stress,Moderate stress,Mild stress,B,D,B,B,E- describes me very well,B,B,C,E- describes me very well,B,D,A- does not describe me well,C,B,B,C,B,B,D,E- describes me very well,C,D,D,B,D,D,B,D,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,No,,,,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,"Yes, less than 10 hours a week",118
2022/10/26 15:18,2022/10/26 15:27,IP Address,100,544,TRUE,2022/10/26 15:27,R_Rt10ZAkIgn9z2Zr,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,1- Almost never,4- Usually,2- Sometimes,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,Moderate stress,Mild stress,Moderate stress,Moderate stress,Moderate stress,None,None,B,D,A- does not describe me well,B,C,D,B,C,D,D,D,B,C,C,D,D,D,A- does not describe me well,B,D,D,D,D,B,C,D,B,D,"Yes, 1-2 times per week",No,"Yes, 3+ times per week","Yes, 1-2 times per week","Yes, 3x per month or less",Video games,,,Current second year,25-29,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,No,Yes,"Yes, less than 10 hours a week",132
2022/10/26 15:15,2022/10/26 15:28,IP Address,100,784,TRUE,2022/10/26 15:28,R_1BVKnOHVK7Tnqqi,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,4- Usually,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,4- Usually,4- Usually,3- Often,4- Usually,3- Often,3- Often,1- Almost never,3- Often,2- Sometimes,Moderate stress,None,None,None,Mild Stress,None,None,C,D,B,C,A- does not describe me well,B,D,E- describes me very well,E- describes me very well,E- describes me very well,E- describes me very well,D,C,B,A- does not describe me well,A- does not describe me well,D,B,C,B,C,B,C,B,E- describes me very well,B,A- does not describe me well,E- describes me very well,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,No,,,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",110
2022/10/26 15:18,2022/10/26 15:33,IP Address,100,913,TRUE,2022/10/26 15:33,R_2aXf7e0GT1hEMWN,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,1- Almost never,4- Usually,3- Often,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,4- Usually,4- Usually,2- Sometimes,4- Usually,3- Often,1- Almost never,3- Often,3- Often,None,Mild stress,Moderate stress,Mild stress,Mild Stress,None,None,D,D,B,A- does not describe me well,D,E- describes me very well,A- does not describe me well,E- describes me very well,E- describes me very well,B,D,A- does not describe me well,D,B,C,D,B,A- does not describe me well,D,E- describes me very well,C,D,D,A- does not describe me well,C,E- describes me very well,A- does not describe me well,C,"Yes, 3+ times per week",No,"Yes, 3+ times per week",No,"Yes, 3+ times per week",,,"Cooking, video games",Current first year,20-24,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",Asian,No,Male,Straight or Heterosexual,Single (never married),No,Yes,No,No,118
2022/10/26 15:29,2022/10/26 15:35,IP Address,100,347,TRUE,2022/10/26 15:35,R_2waa7Eu7LfpCcfS,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,2- Sometimes,4- Usually,1- Almost never,2- Sometimes,1- Almost never,4- Usually,4- Usually,4- Usually,3- Often,1- Almost never,2- Sometimes,4- Usually,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Mild stress,None,None,Severe stress,None,None,E- describes me very well,B,C,B,D,D,C,D,D,E- describes me very well,C,D,B,B,D,B,D,B,C,C,C,D,C,D,B,B,B,B,"Yes, 3x per month or less","Yes, 1x per month or less","Yes, 3+ times per week",No,No,,,,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,Single (never married),No,No,No,No,132
2022/10/26 15:26,2022/10/26 15:35,IP Address,100,495,TRUE,2022/10/26 15:35,R_XprpgwjBRtt7fY5,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,3- Often,3- Often,4- Usually,3- Often,4- Usually,3- Often,4- Usually,2- Sometimes,2- Sometimes,4- Usually,Severe stress,Severe stress,Severe stress,Mild stress,Moderate stress,None,None,C,E- describes me very well,B,A- does not describe me well,B,C,D,E- describes me very well,E- describes me very well,E- describes me very well,E- describes me very well,D,C,A- does not describe me well,B,A- does not describe me well,B,A- does not describe me well,C,E- describes me very well,C,C,C,B,B,D,A- does not describe me well,E- describes me very well,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",,Cooking/baking,,Current first year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,No,126
2022/10/26 14:57,2022/10/26 15:40,IP Address,100,2541,TRUE,2022/10/26 15:40,R_OMNS48WWPDlb5Yd,anonymous,EN,1,"I consent, begin the study",2- Sometimes,1- Almost never,2- Sometimes,3- Often,1- Almost never,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,Mild stress,Mild stress,None,None,Moderate stress,None,None,B,D,A- does not describe me well,A- does not describe me well,E- describes me very well,C,D,E- describes me very well,E- describes me very well,C,C,A- does not describe me well,D,A- does not describe me well,A- does not describe me well,A- does not describe me well,C,A- does not describe me well,D,D,D,E- describes me very well,C,B,C,D,B,D,No,No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,Reading,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",112
2022/10/26 15:42,2022/10/26 15:48,IP Address,100,355,TRUE,2022/10/26 15:48,R_1pAsiTxeeVh4TQc,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,4- Usually,1- Almost never,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,4- Usually,2- Sometimes,3- Often,1- Almost never,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,Mild stress,Mild stress,None,None,Mild Stress,None,Moderate stress,D,C,B,B,C,C,B,E- describes me very well,E- describes me very well,D,D,B,B,B,B,B,C,B,C,D,D,E- describes me very well,C,C,D,D,C,D,"Yes, 3+ times per week",No,"Yes, 3x per month or less",No,No,,,,Current second year,20-24,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Bisexual,In a romantic relationship,No,No,No,"Yes, 20-30 hours a week",127
2022/10/26 15:47,2022/10/26 16:06,IP Address,100,1166,TRUE,2022/10/26 16:06,R_BVRtz9jHXAjTDjj,anonymous,EN,1,"I consent, begin the study",3- Often,3- Often,3- Often,4- Usually,1- Almost never,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,4- Usually,4- Usually,2- Sometimes,3- Often,1- Almost never,3- Often,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,Mild stress,Mild stress,Mild stress,Moderate stress,Moderate stress,None,None,D,C,B,B,D,B,B,D,C,D,B,A- does not describe me well,E- describes me very well,D,B,D,B,C,D,C,E- describes me very well,D,D,A- does not describe me well,B,E- describes me very well,A- does not describe me well,C,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,No,,,,Current second year,20-24,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Female,Straight or Heterosexual,Married,No,Yes,No,"Yes, less than 10 hours a week",104
2022/10/26 15:33,2022/10/26 16:09,IP Address,100,2157,TRUE,2022/10/26 16:09,R_3rMcaCmEgcW4ghn,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,3- Often,3- Often,3- Often,4- Usually,3- Often,3- Often,3- Often,4- Usually,3- Often,4- Usually,4- Usually,3- Often,3- Often,4- Usually,3- Often,1- Almost never,4- Usually,Mild stress,Severe stress,Mild stress,Mild stress,Severe stress,Moderate stress,None,D,E- describes me very well,A- does not describe me well,A- does not describe me well,E- describes me very well,A- does not describe me well,B,D,E- describes me very well,B,E- describes me very well,A- does not describe me well,D,A- does not describe me well,B,E- describes me very well,B,A- does not describe me well,E- describes me very well,E- describes me very well,D,E- describes me very well,D,A- does not describe me well,D,E- describes me very well,A- does not describe me well,E- describes me very well,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",,"Crafting, date night, baking",,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario","Hispanic or Latino,White",No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,142
2022/10/26 16:03,2022/10/26 16:14,IP Address,100,655,TRUE,2022/10/26 16:14,R_3oXYjFLsq1fFhmn,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,1- Almost never,4- Usually,4- Usually,4- Usually,4- Usually,4- Usually,2- Sometimes,2- Sometimes,3- Often,4- Usually,4- Usually,1- Almost never,4- Usually,Mild stress,Severe stress,None,Mild stress,Severe stress,None,None,D,E- describes me very well,B,A- does not describe me well,D,C,A- does not describe me well,D,E- describes me very well,C,D,A- does not describe me well,C,A- does not describe me well,D,E- describes me very well,B,A- does not describe me well,D,E- describes me very well,D,D,E- describes me very well,B,D,E- describes me very well,B,C,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,No,,,,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",150
2022/10/26 16:11,2022/10/26 16:17,IP Address,100,321,TRUE,2022/10/26 16:17,R_bvkK6RWJZOOwmmR,anonymous,EN,1,"I consent, begin the study",2- Sometimes,1- Almost never,1- Almost never,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,1- Almost never,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,4- Usually,2- Sometimes,3- Often,Mild stress,Moderate stress,Mild stress,None,Severe stress,None,None,E- describes me very well,D,B,B,E- describes me very well,D,A- does not describe me well,D,D,E- describes me very well,D,A- does not describe me well,D,B,D,E- describes me very well,D,B,D,A- does not describe me well,D,B,E- describes me very well,B,B,E- describes me very well,B,D,"Yes, 3x per month or less",No,"Yes, 3x per month or less",No,"Yes, 3+ times per week",,,Reading,Current first year,20-24,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask","Hispanic or Latino,White",No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,134
2022/10/26 13:24,2022/10/26 16:22,IP Address,100,10665,TRUE,2022/10/26 16:22,R_tLjRLc7RrzRk2AN,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,1- Almost never,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,Mild stress,None,None,Severe stress,Severe stress,Severe stress,None,C,E- describes me very well,B,C,D,E- describes me very well,D,D,E- describes me very well,A- does not describe me well,E- describes me very well,A- does not describe me well,B,D,D,B,D,A- does not describe me well,B,E- describes me very well,E- describes me very well,A- does not describe me well,B,D,D,E- describes me very well,D,D,"Yes, 3x per month or less",No,"Yes, 3+ times per week","Yes, 3+ times per week","Yes, 3+ times per week",,,"Reading, music, drawing, chatting with friends and family ",Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,No,No,"Yes, less than 10 hours a week",131
2022/10/26 16:24,2022/10/26 16:34,IP Address,100,545,TRUE,2022/10/26 16:34,R_UosS9srBEqp8pzj,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,2- Sometimes,3- Often,1- Almost never,3- Often,2- Sometimes,2- Sometimes,1- Almost never,1- Almost never,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,1- Almost never,2- Sometimes,3- Often,Mild stress,Mild stress,None,Mild stress,Moderate stress,None,Mild stress,C,B,C,B,A- does not describe me well,D,E- describes me very well,D,D,E- describes me very well,E- describes me very well,E- describes me very well,B,C,A- does not describe me well,B,C,A- does not describe me well,D,C,D,D,A- does not describe me well,B,D,C,A- does not describe me well,C,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,No,,,,Current first year,20-24,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,No,96
2022/10/26 16:29,2022/10/26 16:35,IP Address,100,353,TRUE,2022/10/26 16:35,R_2trHaKoZdQLKTeH,anonymous,EN,0.699999988,"I consent, begin the study",2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,1- Almost never,2- Sometimes,1- Almost never,3- Often,1- Almost never,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,Moderate stress,Mild stress,None,None,Moderate stress,None,None,B,E- describes me very well,B,B,B,D,B,E- describes me very well,D,D,C,C,B,B,B,D,D,B,B,D,D,D,C,B,C,C,C,D,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week",No,No,,,,Current first year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, 10-20 hours a week",125
2022/10/26 16:08,2022/10/26 16:35,IP Address,100,1621,TRUE,2022/10/26 16:35,R_2vjj6N8Qteb7ikb,anonymous,EN,0.800000012,"I consent, begin the study",3- Often,4- Usually,4- Usually,2- Sometimes,4- Usually,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,4- Usually,2- Sometimes,3- Often,3- Often,3- Often,3- Often,2- Sometimes,4- Usually,Moderate stress,Moderate stress,Mild stress,Moderate stress,Moderate stress,Mild stress,None,B,D,A- does not describe me well,B,B,B,C,D,E- describes me very well,C,D,D,B,B,B,C,D,B,D,D,D,D,C,A- does not describe me well,D,D,A- does not describe me well,C,No,No,"Yes, 3x per month or less",No,"Yes, 3x per month or less","cooking, trying a new recipe",,,Current second year,30-34,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon","Hispanic or Latino,White",No,Female,Straight or Heterosexual,In a romantic relationship,No,No,No,No,125
2022/10/26 16:32,2022/10/26 16:39,IP Address,100,444,TRUE,2022/10/26 16:39,R_86vonRL5xNfoj9T,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,1- Almost never,2- Sometimes,3- Often,1- Almost never,4- Usually,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,4- Usually,1- Almost never,4- Usually,Mild stress,Mild stress,Mild stress,Mild stress,Severe stress,Mild stress,None,E- describes me very well,E- describes me very well,A- does not describe me well,B,C,C,A- does not describe me well,E- describes me very well,D,D,E- describes me very well,C,E- describes me very well,A- does not describe me well,D,B,C,B,D,D,E- describes me very well,D,D,B,E- describes me very well,D,C,E- describes me very well,"Yes, 1-2 times per week","Yes, every other week","Yes, 3x per month or less",No,"Yes, 1-2 times per week",,"cooking, talking to family/friends",,Current second year,20-24,"NSGC region 3:3 Al,FL,GA,KY,LA,MS,NC,SC,TN",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,145
2022/10/26 16:42,2022/10/26 16:50,IP Address,100,485,TRUE,2022/10/26 16:50,R_PI2z4zjKDEOOPPb,anonymous,EN,0.800000012,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,4- Usually,3- Often,2- Sometimes,4- Usually,3- Often,3- Often,3- Often,4- Usually,1- Almost never,2- Sometimes,4- Usually,Severe stress,Mild stress,None,None,Severe stress,None,None,E- describes me very well,D,B,B,E- describes me very well,E- describes me very well,A- does not describe me well,D,E- describes me very well,D,D,A- does not describe me well,C,B,C,E- describes me very well,E- describes me very well,A- does not describe me well,C,E- describes me very well,E- describes me very well,E- describes me very well,E- describes me very well,C,D,E- describes me very well,C,D,No,No,"Yes, 1-2 times per week","Yes, 3x per month or less","Yes, 3+ times per week",,,"Watching TV shows, baking",Current first year,20-24,"NSGC region 3:3 Al,FL,GA,KY,LA,MS,NC,SC,TN",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, 10-20 hours a week",149
2022/10/26 16:53,2022/10/26 16:59,IP Address,100,407,TRUE,2022/10/26 16:59,R_sAVn7bSY789PIBz,anonymous,EN,1,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,Mild stress,Mild stress,Moderate stress,Moderate stress,Mild Stress,Severe stress,None,B,D,B,B,D,B,B,C,D,D,D,B,C,B,B,A- does not describe me well,D,B,E- describes me very well,E- describes me very well,D,D,D,A- does not describe me well,B,E- describes me very well,B,D,"Yes, 3x per month or less","Yes, 1+ times per week","Yes, 1-2 times per week","Yes, 1-2 times per week","Yes, 1-2 times per week",,,,Current second year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Married,No,No,No,No,114
2022/10/26 16:57,2022/10/26 17:02,IP Address,100,274,TRUE,2022/10/26 17:02,R_1IY7GoWZ6feqPcu,anonymous,EN,0.899999976,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,3- Often,4- Usually,1- Almost never,4- Usually,Moderate stress,Mild stress,Moderate stress,Moderate stress,Moderate stress,None,Mild stress,E- describes me very well,E- describes me very well,B,A- does not describe me well,E- describes me very well,A- does not describe me well,A- does not describe me well,D,B,C,E- describes me very well,A- does not describe me well,E- describes me very well,B,C,E- describes me very well,C,A- does not describe me well,E- describes me very well,E- describes me very well,D,C,E- describes me very well,A- does not describe me well,D,D,A- does not describe me well,D,"Yes, 1-2 times per week","Yes, 1x per month or less","Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,sports,Current second year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Female,Straight or Heterosexual,Married,No,No,No,"Yes, 10-20 hours a week",139
2022/10/26 17:00,2022/10/26 17:08,IP Address,100,428,TRUE,2022/10/26 17:08,R_1IfSnqKMrAjBVfr,anonymous,EN,0.899999976,"I consent, begin the study",3- Often,2- Sometimes,3- Often,4- Usually,1- Almost never,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,3- Often,Mild stress,Mild stress,None,None,Moderate stress,None,None,D,D,A- does not describe me well,A- does not describe me well,E- describes me very well,B,C,D,E- describes me very well,A- does not describe me well,D,A- does not describe me well,B,C,A- does not describe me well,D,B,A- does not describe me well,D,E- describes me very well,E- describes me very well,D,E- describes me very well,A- does not describe me well,E- describes me very well,E- describes me very well,A- does not describe me well,E- describes me very well,"Yes, 3x per month or less",No,"Yes, 1-2 times per week","Yes, 3x per month or less","Yes, 3+ times per week",,,"Reading, watching movies/TV",Current first year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,Single (never married),No,No,No,No,123
2022/10/26 17:02,2022/10/26 17:09,IP Address,100,432,TRUE,2022/10/26 17:09,R_3HiRD8T73tqkweq,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,4- Usually,1- Almost never,3- Often,1- Almost never,4- Usually,4- Usually,4- Usually,4- Usually,4- Usually,1- Almost never,4- Usually,1- Almost never,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Mild stress,Severe stress,Moderate stress,Severe stress,None,None,D,D,A- does not describe me well,A- does not describe me well,C,E- describes me very well,B,E- describes me very well,E- describes me very well,E- describes me very well,D,A- does not describe me well,B,A- does not describe me well,A- does not describe me well,D,B,A- does not describe me well,B,D,D,E- describes me very well,E- describes me very well,C,B,D,C,E- describes me very well,No,No,"Yes, 3x per month or less",No,No,,,,Current second year,30-34,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Straight or Heterosexual,Single (never married),No,No,No,No,165
2022/10/26 17:13,2022/10/26 17:21,IP Address,100,462,TRUE,2022/10/26 17:21,R_1CkXESvkX6rOd5k,anonymous,EN,0.800000012,"I consent, begin the study",1- Almost never,3- Often,4- Usually,4- Usually,3- Often,2- Sometimes,2- Sometimes,3- Often,1- Almost never,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,1- Almost never,1- Almost never,3- Often,Moderate stress,Severe stress,Moderate stress,Severe stress,Mild Stress,None,Severe stress,D,D,A- does not describe me well,B,A- does not describe me well,E- describes me very well,B,D,D,C,E- describes me very well,C,A- does not describe me well,A- does not describe me well,B,A- does not describe me well,B,A- does not describe me well,A- does not describe me well,E- describes me very well,D,B,A- does not describe me well,C,C,A- does not describe me well,D,E- describes me very well,"Yes, 3x per month or less",No,"Yes, 3x per month or less",No,"Yes, 3+ times per week",,,Dog activities ,Current second year,25-29,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,"Yes, less than 10 hours a week",117
2022/10/26 17:20,2022/10/26 17:27,IP Address,100,427,TRUE,2022/10/26 17:27,R_2YyriwPJ2k1HhxA,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,3- Often,2- Sometimes,1- Almost never,2- Sometimes,2- Sometimes,1- Almost never,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,3- Often,4- Usually,3- Often,2- Sometimes,4- Usually,Mild stress,Mild stress,None,None,Mild Stress,Mild stress,None,C,D,B,B,D,D,B,B,C,C,D,B,D,B,B,B,D,B,D,D,D,D,B,B,D,B,B,B,"Yes, 3x per month or less","Yes, every other week","Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,crafting,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Queer,Single (never married),No,Yes,No,"Yes, less than 10 hours a week",121
2022/10/26 17:30,2022/10/26 17:41,IP Address,100,702,TRUE,2022/10/26 17:41,R_3NVCeq7Xu2RYUr4,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,4- Usually,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Mild stress,Mild stress,Mild stress,Severe stress,None,None,E- describes me very well,C,A- does not describe me well,B,E- describes me very well,E- describes me very well,C,E- describes me very well,D,D,C,A- does not describe me well,B,A- does not describe me well,B,E- describes me very well,E- describes me very well,A- does not describe me well,C,D,D,D,D,B,C,E- describes me very well,A- does not describe me well,C,"Yes, 3x per month or less",No,"Yes, 3x per month or less",No,No,,,,Current first year,35-39,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Straight or Heterosexual,In a romantic relationship,Yes,No,No,"Yes, 10-20 hours a week",153
